"Sub","Japanese Title","English Title","Japanese Location","English Location","Japanese Period","English Period","Japanese Reward","English Reward","Japanese Main Text","English Main Text","Japanese Image Text","English Image Text","Comments","Excel Table","Missable","Multipart","New Game+"
"107","サクラバとの再会","Meeting with Sakuraba","シデン領(→P218)","Shiden","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","ジョニー称号「音遊楽人」、 武器 「ギター」","Johnny's title [Live Musician], Weapon [Guitar]","シデン家2階のピアノの前まで行く発生。 ジョニー が街を渡り歩き、古いギターを探し出す旅が始まる。 ギターを探す順序は下記のチャートのとおりで、 最終 的にジョニーの友人であるサクラバと会える。","","探索後、 ジョニーの部屋 へ行くとサクラバがおり、彼 から曲がプレゼントされる。","","","Excel Table","","",""
"108","封印男","Sealed Man","シデン領(→P218)","Shiden","No.61 レイノルズ復帰〜","No.61 Reynolds returns ~","ジョニー称号「封印男」","Johnny's title [Sealed Man]","『すっきりお姉さん』(→P333) を見ている状態で、 シデン領のシデン家前にいる女の子と話すと発生。彼 女からジョニーの表情が以前と違うと指摘される。「す っきりお姉さん』をクリアしていない場合は、 一度これ をクリアしたあとにマップを切り替えて戻れば、 すぐに 『封印男』のイベントが発生する。","","相変わらず鋭い指摘をし てくる女の子。 これでジョニ 一の称号が追加される。","","","","","",""
"109","ぼっちゃん②","Young Master 2","シデン領(→P218)","Shiden","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","道具 「アブソープマテリアル」、 ゲームパスワード","Item [Absorb Material]","『ぼっちゃん1』(→P332)を見ている状態で、シデ ン領港の橋にいるぼっちゃんと話すと発生。 「ぼっちゃ ん1』でリオンから厳しい言葉を突きつけられたわが ままなぼっちゃん。今回はリオンの姿がないことに気 づき、リオンがどこにいるのかと聞いてくる。","","連続イベントを2回とも 見ることで、 「アブソープマ 「テリアル」が手に入る。","","","","","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"110","ティベリウスの記憶","Tiberius's Memory","モリュウ領 (→P222)","Moreau","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","-","-","『流れのレンズ占い師』(→P344)を見ており、 ジョ ニーに称号「音遊楽人」 をセットした状態で、 モリュウ 領の地下倉庫にある太鼓を調べると発生。 レンズが 見つかり、 ティベリウスの過去が映し出される。","","ティベリウスの過去に興 味がある場合は、立ち寄っ てみるといいだろう。","","","","","",""
"111","妹でしょ？","SISTER?","港町スノーフリア(→P234)","Frostheim","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","チェルシー称号「天真爛漫」、 ゲームパスワード","Chelsea's title [Innocent]","スノーフリアにある温泉の受付前に行くと、 背後か ら3人の女性観光客が登場。 ウッドロウにいっしょに温 泉に入らないかと誘惑してくる。 その様子を見ていた チェルシーは、 3人組の言動に激怒。 勝手に話を進め る3人組を注意するが、 彼女たちからウッドロウの妹 と誤解されてガックリと肩を落とすといった内容だ。","","ここで入手する称号は下 記の「お似合いのカップル」 を発生させるために必要だ。","","","","","",""
"112","お似合いのカップル","The Perfect Couple","ハーメンツの村 (→P188)","Harmentz","No.61 レイノルズ復帰 ~No.64 ベルセリウム入手","No.61 Reynolds returns ~ No.64 Berselium acquired","-","-","『将軍デート』 (→P338) を見ており、チェルシーに 称号「天真爛漫」をセットしてハーメンツで将軍カップ ルに話しかけると発生する。 周囲がヤキモキするほど 煮え切らないアスクスとミライナだが、 チェルシーの ひと言がきっかけに本音を漏らす。","","スタンたちの前では強が るミライナたちだが、ふたり きりになると態度は一変。","","天真爛漫 = Innocent","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","",""
"113","温泉イベント①","Hot Springs Event 1","港町スノーフリア ( →P234)","Frostheim","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","-","-","発生時期にスノーフリアの温泉に入ると見られる。 1回目は男湯編となっており、 女湯から聞こえてくるフ ィリアたちの色っぽい会話に誘われて、コングマンが ""山登り”と称して女湯を覗こうとする。","","強引にスタンを巻き込む つもりが、 声が大きいせいで 女性陣にバレるコングマン。","","","","","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"114","温泉イベント②","Hot Springs Event 2","港町スノーフリア(→P234)","Frostheim","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","各種称号","Various Titles","『温泉イベント1』 を発生後に再びスノーフリアの温 泉を利用すると、連続して 『温泉イベント2』が見られ る。今回は女湯の入浴シーンが映し出され、 男湯から 聞こえてくる男性陣の会話に反応するルーティたちの 姿が描かれる。 このイベントでは男湯で雪だるま作り が展開されるのだが、 女湯には会話しか聞こえない。 そのため、女性陣が ""ある言葉” を別の言葉と勘違いし て、一様にウッドロウを見る目が変わってしまう。","","イベント完了後に話のオ チが判明。 ついでに全員の 温泉称号もゲットできる。","","Excel Table","","","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"115","ダリスとマリー","Dalis and Mary","サイリルの街(P238)","Cyril","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","-","-","ウッドロウに称号「ファンダリア王」をセットした状態 で、サイリルのマリーの家の近くにいる女性と話しか けると発生する。 ファンダリア王について語る彼女の 話を聞いたあと、 ダリスに会おうとマリーの家に行く ものの、あいにくダリスは不在。 ウッドロウを残したほ かのメンバーが彼を探しに出かけるが、 ダリスは程な くしてマリーの家に帰ってくる。 はからずもふたりきり となったウッドロウとダリスが、 お互いに言葉を交す ことで少しずつ理解を深めていくといった内容だ。","","ウッドロウに本音を語る ダリス。 マリーへの深い愛 情を感じることができる。","","","","","",""
"116","ギャンブルーティ","Gambler Rutee","首都ハイデルベルグ ( →P240)","Heidelberg","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","ルーティ称号 「ギャンブルーティ」","Rutee's title [Gambler Rutee]","ハイデルベルグの宿屋で宿泊する際に、 所持してい るガルドの下一桁が1ガルドになっている場合のみ発 生する。 店の主人から食材の仕入れに失敗したと言わ れた一行は、酒場で食事をすることに。そして、そこで 旅のギャンブラーからサイコロ勝負に誘われたスタン は、試しに1ガルドで勝負をしてみる。","","賭けで馬鹿勝ちするスタ ン。 しかし、喜びもつかの間、 そのあと大損してしまう。","▲ Stahn wins a bet and wins big. However, his joy is short-lived, as he then loses a lot of money.","","","","",""
"117","グレバムの記憶","Greybum's Memory","首都ハイデルベルグ (→P240)
","Heidelberg","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","-","-","『流れのレンズ占い師」 (→P344) が発生済みで、フ ィリアに称号「神の妻」 をセットした状態でハイデルベ ルグ城内の王妃の肖像がある部屋の棚を調べると発 生。 グレバムの想いが込められたレンズが見つかる。","","レンズ発見後は、 ヒュー ゴに利用されるグレバムの 哀れな姿が映し出される。","","","","","",""
"118","チェルシーの女王気分","Queen Chelsea","首都ハイデルベルグ (→P240)","Heidelberg","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","-","-","マリーに称号「奥様ネットワーカー」をセットして、ハ イデルベルグの宿屋を利用すると発生する。 夜になる と、チェルシーの姿が見あたらない。 そこで、 彼女を 探しにハイデルベルグ城を訪ねると、 チェルシーが玉 座に座って女王気分を味わっている場面が見られる。","","夜に何をしているのかと 思えば、 玉座でわがままし 放題のチェルシーであった。","","","","","",""
"119","雪国コンテスト","Blizzard Bowl","首都ハイデルベルグ (→P240)","Heidelberg","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","固有装備 「フェアリィネックレス」","Unique [Fairy Necklace]","コングマンに称号「☆スター☆」をセットした状態で、 ハイデルベルグ城内の広間にいる赤い服の男に話し かけると発生する。 コングマンが街で開催される雪国 コンテストに参加を依頼されるイベントだ。","","参加を頼まれたコングマ ン。 しかし、当日は猛吹雪に なり参加者は彼だけとなる。","","","","","",""
"120","消えたボブおじさん","Missing Uncle Bob","リーネの村(→P248)","Lienea","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","道具 「マジカルアロマ」","-","スタンに称号「少年探偵」をセットした状態でリーネ の畑にいるマギーおばさんに話しかける。 彼女の話 によると、 夫のボブが行方不明になっているらしい。 これを聞いたあと、外殻大地完成後に移動が可能に なるねこにん基地を訪ねると、 ねこにんのコスチュー ムを着たボブおじさんを発見できる。","","ボブおじさん発見後は、 彼を飛行竜でリーネの村ま で送ってあげるのだ。","","","","","",""
"121","ルーティの誕生日","Rutee's Birthday","クレスタの街(→P251)","Cresta","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","ルーティ称号「エヴァーティーン」","Rutee's title [Forever Young]","ルーティに称号「孤児院の長女」をセットし、 クレスタ の孤児院の台所で仕事をしているシスターに話しかけ ると発生する。 ルーティの誕生日が孤児院にいる3人 の子供たちと同じであることが判明し、 ルーティの年 齢に関する話題へと発展していく。",""," 「バルックの記憶」(→ P349) の発生には、ここで 入手できる称号が必要だ。","","","","","",""
"122","バルックの記憶","Baruk's Memory","港町チェリク (→P206)","Cherik","No.61 レイノルズ復帰~","No.61 Reynolds returns ~","-","-","『流れのレンズ占い師』(→P344)を見ており、ルー ティに称号「エヴァーティーン」 をセットしておくことが 条件。 この状態でチェリクのバルック基金本部にある イスと金庫の間の棚を調べると発生する。 この棚から バルックの想いが込められたレンズが見つかる。 レン ズから映し出されたバルックの過去を見たスタンとル ーティはお互いに感想を語り合う。","","バルックの過去に対し、 スタンは意外にも客観的な 視点で感想を語る。","","","","","",""
"123","愛国心②","Patriotism 2","首都ダリルシェイド (→P190)","Darilsheid","No.61 始祖竜入手〜","No.61 Avitus Draconis acquired ~","ジョニー称号「ロイヤルピエロ」","Johnny's title [Royal Clown]","『愛国心1』 (→P338)を見ており、ジョニーがパー ティに加わった状態でダリルシェイドの港に行くと発 生。 過去のことで思い悩んでいるイスアードが、 ジョ ニーの言葉で気持ちを入れ替える姿が見られる。","","イスアードは将軍である がゆえに、亡命者という過 去に負い目を感じていた。","","","","","",""
"124","飛行竜船員の生還","Draconis Crewman's Family 2","首都ダリルシェイド(→P190)","Darilsheid","No.61 始祖竜入手〜","No.61 Avitus Draconis acquired ~","スタン称号「優しい嘘つき」、ルーティ称号「現実主義者」","Stahn title [Gentle Liar], Rutee's title [Realist]","ダリルシェイドの宿屋の裏手にある左側の民家に民 家に行くと発生。 スタンたちが部屋に入った直後、 飛 行竜が墜落した際に死んだと思われていた兵士が、家 族の元へと無事に帰ってくるという内容だ。","","「飛行竜船員の家族」(→ P329) を見ていると、会話 の内容が微妙に変化する。","","","","","",""
"125","とある兵士の求愛③","Soldier's Advance 3","首都ダリルシェイド (→P190)","Darilsheid","No.61 始祖竜入手〜","No.61 Avitus Draconis acquired ~","ルーティ称号「素直な女の子｣、 固有装備 「スティールグローブ」","Rutee's title [Honest Girl], Unique [Steal Gloves]","『とある兵士の求愛2』 (→P340) が発生済みで、ル ーティに称号「現実主義者」をセットしていると見られ る。 相変わらずしつこくルーティに絡んでくるセインガ ルドのあらくれ兵士。 しかし、 勇気ある愛の告白もむ なしくルーティから真剣に拒否されてしまう。","","これにて兵士にまつわる 連続イベントは終了。 称号 と固有装備が獲得できる。","","","","","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"126","レンズパニック","Lens Panic","首都ダリルシェイド ( →P190)","Darilsheid","No.61 始祖竜入手〜","No.61 Avitus Draconis acquired ~","ルーティ称号「インビジブルハンド」","Rutee's title [Invisible Hand]","スタンに称号「優しい嘘つき」をセットし、 ダリルシェ イドのオベロン社の店員に話しかけると発生。 会話中 の選択肢「噂は本当ですが、 どうか落ち着いて」を選べ ばレンズレートに変化はないが、 「換金用のお金の到着 が遅れています」 を選ぶとレートの変動幅が広がる。","","どちらの選択肢でもルー ティの称号は取得可能で、 レ レンズの換金も再開される。","","","","","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"127","小さな家族④","Small Family 4","ハーメンツの村 (→P188)","Harmentz","No.61 始祖竜入手〜No.72各地方のレンズ収集完了","No.61 Avitus Draconis acquired ~ No.72 Lens collecting completed","-","-","ハーメンツの道具屋で屋根の上にできた巣を観察 するサブイベントの4回目で、「小さな家族3」(→ P343)を見ていることが条件。 この状態で、 ハーメン ツ道具屋わきの垂れ幕を調べると発生する。 鳥の巣 の状態を観察できるのも残すところあと1回だけだ。","","前回までクリアしていて も、 発生時期を過ぎると水 の泡。 忘れずに立ち寄ろう。","","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"128","替玉事件","Switcheroo","ノイシュタットの街(→P213)","Neustadt","No.61 始祖竜入手〜","No.61 Avitus Draconis acquired ~","コングマン称号「愛に生きる男」","Kongman's title [Man in Love]","ジョニーが称号「ロイヤルピエロ」をセットした状態 で、ノイシュタットの闘技場にある医務室にいる看護 師と会うと発生。 コングマンのファンだという彼女は、 容姿がフィリアにそっくり。 そこで一行は、コングマン が用事でいない隙に看護師とフィリアを入れ替えて、 コングマンの反応を見てみることにする。","","普段は下心丸出しのコン グマンが、 意外にも毅然と した男らしい態度を見せる。","","","","","",""
"129","チャンピオン誕生の秘密","Kongman's Origin Story","ノイシュタットの街(→P213)","Neustadt","No.61 始祖竜入手〜","No.61 Avitus Draconis acquired ~","-","-","『コングマン、 拳の男』 (→P337) と 『養子のカルマ』 (→P337) が発生済みで、 ルーティが称号「インビジ ブルハンド」をセットしていることが条件。 発生場所は ノイシュタットの闘技場内にある観客席で、 出入り口付 近にいる男性に会うと発生する。","","今でも闘技場に足を運ん でしまうという男性にコン グマンが己の過去を語る。","","","","","",""
"130","エレノア・リンドウ②","Eleanor 2","モリュウ領(→P222)","Moreau","No.61 始祖竜入手〜","No.61 Avitus Draconis acquired ~","ジョニー称号「哀闘楽士」","Johnny's title [Sorrowful Musician]","『エレノア・リンドウ1』 (→P333)を見ており、 ルー ティが称号「素直な女の子」をセットした状態で地下倉 庫がある家の地下に降りようとすると発生。 ジョニー と彼の幼なじみに関する回想を見ることができる。","","ジョニーは、 フェイトとエ レノアのふたりが恋仲だと いう事実を知ってしまう。","","","","","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"131","リオンに誓う","Oath to Leon","首都ダリルシェイド(→P190)","Darilsheid","No.61 始祖竜入手〜","No.61 Avitus Draconis acquired ~","防具「バトルウェア」","Armor [Battle Tunic]","ジョニーに称号「哀闘楽士」 をセットした状態で、 ダ リルシェイドの港にいる魚売りの男性と会話すると発 生する。 スタンたちは友人を海で亡くしたという魚売 りから、仲間を失った場所へ再度行くようにと促され る。 その言葉に従ってオベロン秘密工場がある島の海 岸まで行ってみると、 砂浜に打ち上げられたリオンの マントを発見することができる。","The event occurs when Johnny has the title ""Sorrowful Musician"" equipped and talks to a fish vendor in the Darilsheid's port. The fish vendor tells Stahn and his friends that he lost his friend at sea and urges them to go back to the place where they lost their friend. They follow his words to the shore of the island where Oberon's hidden factory is located and find Leon's cape washed up on the beach.","悲しみに暮れるより世界 を救うことが先決と、 スタン 一行は決意を新たにする。","▲ Stahn and his team renewed their resolve to save the world rather than wallow in their sorrow.","","","","",""
"132","名探偵スタン","Great Detective Stahn","モリュウ領(→P222)","Moreau","No.61 始祖竜入手〜","No.61 Avitus Draconis acquired ~","スタン称号「名探偵!」","Stahn title [Great Detective!]","モリュウ領の広場で、 ジョニーの隠れ家の近くにい る女性に話しかけるとイベントが発生。 モリュウ領内 で兵士が襲われた事件の真相を、 スタンが解明するこ とになる。 女性と会話したあとは、以下にリストアップ した人々に話しかけて、 事件に関する情報を収集しよ う。 このあと再び広場の兵士に話しかけて犯人の特定 に入る。 犯人当ては選択肢で行なわれ、正しいものを 3つ選べば平静を装う真犯人をあぶり出せる。 選択肢 は、1回目「この子が大声で猫と話せること」 →2回目 「襲われた人には必ずふたつのキズがあったことで す」 →3回目 「女の子さん、 あなたです!」 が正解。 成功 すればスタンが探偵の才能をあらわし、 称号「名探 偵!」を獲得。 これによりサブイベント『世界四秘』 (→ P369) の発生条件がひとつクリアとなる。","","正解の選択肢はそれぞれ ひとつだけだが、 間違えた 場合は何度でもやり直せる。","","Excel Table","","","",""
"133","生命の危機","Life-threatening Situation","リーネの村(→P248)","Lienea","No.61 始祖竜入手〜","No.61 Avitus Draconis acquired ~","スタン称号「運命の子」","Stahn title [Destiny's Child]","コングマンに称号「愛に生きる男」をセットし、リー ネの村にあるバッカスの家の前に立っているバッカス に話しかけると発生するサブイベント。 愛とは何かを 熱く語り始めるコングマンとバッカス。 そんなふたり のもとを七将軍のルウェインが訪れる。 ふたりの話を 聞いたルウェインから、じつはトーマスの妻に恋をし ていたという過去が聞かされ、 彼女に想いを伝えれば よかったと悔やむ彼の様子が見られる。","This Side-Quest occurs when the title ""Man in Love"" is set on Kongman and he talks to Bacchus, who is standing in front his house. They begin to talk passionately about what love is. They are visited by General Lewein of the Seven Generals. After listening to their conversation, he tells Bacchus that he was in love with Thomas' wife, and that he regrets that he never told her how he felt.","入手した称号は、『親の存 在』(→P351) を発生させ るための条件になっている。","▲ The title obtained is a condition for the ""Parents"" [Side-Quest #134](projects/destiny-dc/stahn-guide?id=Side-Quest-134-Parents) ","","","","",""
"134","親の存在","Parents","シデン領 (→P218)","Shiden","No.61 始祖竜入手〜","No.61 Avitus Draconis acquired ~","100ガルド","100 Gald","リリスがパーティに加入している状態で、 スタンに 称号「運命の子」をセットし、 シデン家の屋敷の前に行 くと発生。 久々に故郷へ戻ってきたジョニーを、つい 子供扱いしてしまうジョニーの母と、気恥ずかしさから 母を邪険に扱ってしまうジョニーのやりとりが見られ る。それを見たスタンたちが、 親の大切さを理解して いないとジョニーをいさめたあと、 反省したジョニー に対し、母がお小遣いとして100ガルドをくれる。","This event occurs if Lilith is in the party. After Stahn Acquires the ""Destiny's Child"" titles he can trigger a scene in Johnny's Mansion. The scene shows an exchange between Johnny's mother, who treats him like a child when he returns to his hometown after a long absence, and Johnny, who treats his mother ill out of embarrassment. After Stan and his friends see this and chastise Johnny for not understanding the importance of parents, his mother gives him 100 Gald as pocket money for his remorse.","","","","","","",""
"135","フード図鑑評価","Food Book Appraisal","フードサック仙人の庵","Food Sack Master's Haven","No.61 始祖竜入手〜","No.61 Avitus Draconis acquired ~","下記参照","See Below","モリュウ領の南東に位置する小島の高台で、 庵に住 んでいるフードサック仙人と初めて会うと発生。 食に 対する大きなこだわりを持つ彼に、一行はフード図鑑 の評価をしてもらうことになる。 また、 最初の会話で は、貴重なフードストラップ「オリエンタルライス」が もらえる。 さらに、以下の条件に応じてリリス専用の 固有装備「フライパン」がプレゼントされる。","","","","Excel Table","","","",""
"136","隠れカルバレイス人","Hidden Calvalisians","ジャンクランド (→P302)","Junkland","No.66 飛行竜到着~","No.66 Lumina Draconis acquired ~","各種アイテム、 ゲームパスワード","Various items","ジャンクランドで、 飛行竜の修復に必要な生体金属 「ベルセリウム」の入手の手助けをしてくれた青年に話 しかけると発生する。 彼の話によると、 世の中にはカ ルバレイス人であることを偽って暮らしている同胞が たくさんいるらしく、 訪ねればきっとスタンたちの力 になってくれるはずと教えてくれるのだ。 世界には彼 を含めて8人の隠れカルバレイス人がおり、 特定の順 番で街を訪れて話しかけるとアイテムがもらえる。順 序と入手アイテムは以下のとおりだ。","","順番は決まっている。 番 号を飛ばして話しかけても、 イベントは発生しない。","","Excel Table","","","",""
"137","漆黒の翼⑧","Dark Wings 8","アルメイダの村 (→P194)","Armeida","No.68 レンズ収集開始~No.72各地方のレンズ収集完了","No.68 Lens collecting starts ~ No.72 Lens collecting completed","-","-","『漆黒の翼7』(→P343) を発生させており、集積 レンズ砲に使用するレンズの回収を終えていることが 発生条件。 アルメイダの村の広場に行くと、 漆黒の翼 の最後のイベントが見られる。 勇者や傭兵を気取って フラフラと世界を放浪していた彼らの姿は過去のも の。さまざまな経験を経て、 彼らはアルメイダを守る という決意を固めたのだ。 最後までアイテムや称号は もらえないが、彼らの成長の物語を見届けよう。","","アルメイダの村に住むこ とを決めた3人。 住人も彼 らを必要としているのだ。","▲ The three decided to live in the village of Almeida.","","","![](https://img.shields.io/badge/-Missable-informational?style=for-the-badge&color=red) ","![](https://img.shields.io/badge/-Multipart-informational?style=for-the-badge&color=orange)",""
"138","にせソーディアン","Fake Swordians","ストレイライズ神殿( →P198)","Straylize Temple","No.68 レンズ収集開始~","No.68 Lens collecting starts ~","スタン称号「真正マスター」、 道具 「チェイサーマテリアル」","Stahn title [Genuine Master], Item [Chaser Material]","スタンが称号「妙剣の使い手」をセットした状態でス トレイライズ神殿の大聖堂に移動し、 アイルツと会う とイベントが発生する。 彼はソーディアンマスターを 名乗る者の手によって、レンズが奪取されたという。 そこへ問題の偽者が現われ、 対決することになる。","","スタンたちは楽々と盗人 たちの撃退に成功。 真のマ スターの実力を見せつける。","▲ Stahn and his team easily defeat the thieves and show that they are true Master Swordians.","","","","",""
"139","かつて恋人だったもの","Former Lovers","ソーディアン研究所(→P298)","Swordian R&D Lab","No.68 レンズ収集開始~","No.68 Lens collecting starts ~","道具 「アドバンスマテリアル」","Item [Advance Material]","各地でレンズの回収を済ませたあと、 スタンに称号 「真正マスター」 をセットした状態でソーディアン研究 所に入る。すると、 スタンが最深部の研究室にある装 置を調べるイベントが発生。 1000年前、 ディムロス とアトワイトが恋人同士だった頃の姿が見られる。","","恥ずかしくてたまらない ディムロスは、慌てて映像 を中断させようとする。","","","","","",""
"140","小さな家族⑤","Small Family 5","ハーメンツの村 (→P188)","Harmentz","No.73 ダイクロフト到着~","No.73 Arriving in Dycroft","道具 「マジカルアロマ」","Item [Magical Aroma]","『小さな家族4』(→P349) を見ている状態で、期 間内にハーメンツの道具屋わきにある垂れ幕を調べ ると発生するイベント。 ずっと見守ってきた鳥の家族 たちの巣立ちに立ち会える。 このサブイベントをもっ て『小さな家族』の連続イベントは終了となる。","","イベントが終了すると、 貴 重なアイテム 「マジカルアロ 「マ」が入手できる。","▲ The reward of the event is a pretty rare item [Magical Aroma]","","","","",""
"141","道化","Clown","シデン領(→P218)","Shiden","No.73 ダイクロフト到着~","No.73 Arriving in Dycroft","ジョニーブラストキャリバー「レイヤースフィア」","Johnny's blast caliber [Layer Sphere]","ジョニーに称号「封印男」をセットした状態で、シデ ン領の港にいるおばあさんと話すと発生するイベン ト。 道化を演じるジョニーの心境を察するかのように、 たとえ話で人生を説くおばあさん。 イベント後はジョ ニーが習得レベルに達していなくても、ブラストキャ リバー「レイヤースフィア」を習得できる。","","すでに「レイヤースフィア」 を習得している場合は、イ ベント後の報酬はない。","","","","","",""
"142","羊のジョナサン④","Jonathan the Sheep 4","リーネの村(→P248)","Lienea","No.73 ダイクロフト到着〜","No.73 Arriving in Dycroft","道具 「リンゴ」","Item [Apple]","『羊のジョナサン3』(→P343) を見ていれば、 リー ネのスタンの家にいるトーマスに話しかけることでイ ベントが発生する。 最終回となるこのイベントでは、 終了後にアイテムの「リンゴ」が入手できる。","","スタンと羊の楽しい触れ 合いもこれで見納め。 でき れば最後まで見ておこう。","","","","","",""
"143","ポケットドラゴン②","PokeDragon 2","リーネの村(→P248)","Lienea","No.73 ダイクロフト到着~","No.73 Arriving in Dycroft","防具「ドラゴンアーマー」","Armor [Dragon Armor]","『ポケットドラゴン1』 (→P342) を発生させている 状態で、 リーネの村にあるスタンの家のトーマスと会 話することで発生。 ペットとして飼っていたドラゴンに 久々に会おうとするスタンだったが、 成長したドラゴ ンはすでにスタンの家から旅立っていたことを知る。","","「ドラゴンアーマー」は、 リライズを除くとこのイベ ントでしか手に入らない。","","","","","",""
"144","ラブリーねこにん","Lovely Katz","ねこにん基地","Katz Village","No.73 ダイクロフト到着〜","No.73 Arriving in Dycroft","マリー称号「ねこバーニン」","Mary's title [Cat-Lover]","ねこにん基地にスタンたちが初めて訪れた際に、ね こん基地の入口で自動的に発生するサブイベント。 かわいいものに目がないマリーは、 ねこにんの姿を見 てすっかり惚れ込んでしまう。 しかし、マリーの暴走ぶ りに困り果てたねこにんたち。 とりあえずマリーを落 ち着かせるために、 自分たちが着ているものと同じコ スチュームを彼女に貸し出してくれる。","","このサブイベントを見る だけで、マリーの称号に「ね こバーニン」が追加される。","","Multiple Graphics","","","",""
"145","ペット探してます","Lost Pet","港町スノーフリア (→P234)","Frostheim","No.73 ダイクロフト到着~","No.73 Arriving in Dycroft","3000ガルド","3000 Gald","マリーに称号「ねこバーニン」 をセットして、 まずは スノーフリアの宿屋右側にある“猫を探してほしい”と 依頼が書かれた看板を調べよう。 そのあと宿屋の主 人に話しかけて、 宿泊するかどうかを聞かれたときに 選択肢の「いいえ」を選べばイベントが発生する。 する と、一定時間内に10匹の猫を捕まえるミニゲームが 楽しめる。 ゲーム自体は何度でも挑戦できるが、 報酬 を受け取れるのは1回目だけだ。","","","","","","","",""
"146","ムービーうさにん","Movie Viewer","ねこにん基地","Katz Village","ゲームクリア後","New Game Plus","-","-","本編のクリア後に見られるサブイベント。 クリアデ ータをロードし、 ねこにん基地にいる“のこ”の近くに 立っている青いコスチュームのうさにんに話しかける と発生する。 オープニングとエンディングを含む、 ゲ ーム中のすべてのムービーを鑑賞することができる。","This is a new game+ Side-Quest. It occurs when you load the clear data and talk to the blue-costumed bunny standing near ""Noko"" at the Katz Base. You can watch all the movies in the game, including the opening and ending.","","","","","","","![](https://img.shields.io/badge/-New%20Game+-informational?style=for-the-badge&color=blue)"
"147","あいつが俺で俺があいつで、そいつが…誰だ？","He's Me, I'm Him, so He's...","ねこにん基地","Katz Village","ゲームクリア後","New Game Plus","-","-","これも本編のクリア後に見ることができるサブイベ ント。 すべての称号を入手した状態で、 ねこにん基地 のロケットの中で寝ているねこにんに話しかけるとイ ベントが発生。 突然スタンたちが落雷に襲われて、 み んなが入れ替わってしまうといった内容だ。","This is also a Side-Quest that can only be viewed on a new game+. The event occurs when you talk to the sleeping cat in the rocket at the Katz Base after you have obtained all the titles. Suddenly Stahn and his friends are struck by lightning and everyone is freaky fridays.","","","Excel Table","","","","![](https://img.shields.io/badge/-New%20Game+-informational?style=for-the-badge&color=blue)"
